"Year","Temp","Carryover","TDM"
1922,54,"2200",0.000237852434577065
1923,54,"2200",0.0156344693616495
1924,54,"2200",0.942824616430804
1925,54,"2200",0
1926,54,"2200",0.00322420129156815
1927,54,"2200",0
1928,54,"2200",0.0104937899192913
1929,54,"2200",0.411810783323453
1930,54,"2200",0.00379783044980739
1931,54,"2200",0.910092207311392
1932,54,"2200",0.0043040737442466
1933,54,"2200",0.0907166951876575
1934,54,"2200",0.0140748480321884
1935,54,"2200",0.000693568573729523
1936,54,"2200",2.43908498607805e-05
1937,54,"2200",0.000607355426122688
1938,54,"2200",9.26458646674048e-05
1939,54,"2200",0.690705430483906
1940,54,"2200",3.98879520403352e-05
1941,54,"2200",0
1942,54,"2200",0.000156553658624642
1943,54,"2200",0
1944,54,"2200",0.00516351886700414
1945,54,"2200",0.00301811719344255
1946,54,"2200",0.000167610761904105
1947,54,"2200",0.0930353757093082
1948,54,"2200",0.00490159825456325
1949,54,"2200",0.00327834084167818
1950,54,"2200",0.0330666098701161
1951,54,"2200",0.000226952313879425
1952,54,"2200",8.75375622722888e-05
1953,54,"2200",3.4699559908917e-06
1954,54,"2200",0
1955,54,"2200",0.0250215047372038
1956,54,"2200",0.00070017477654272
1957,54,"2200",0.000494751278278668
1958,54,"2200",0.000785489281137388
1959,54,"2200",0.00390538643414236
1960,54,"2200",0.00385448634362376
1961,54,"2200",0.000966485771950963
1962,54,"2200",0.0024824436505751
1963,54,"2200",0.000383858992679817
1964,54,"2200",0.00409610797863421
1965,54,"2200",0.000559130323747602
1966,54,"2200",0.000357387410527272
1967,54,"2200",0.00181014468355239
1968,54,"2200",0
1969,54,"2200",0.000204907063529526
1970,54,"2200",0.000171354959754966
1971,54,"2200",1.52104869667602e-05
1972,54,"2200",0.000980692081620854
1973,54,"2200",6.38785959252993e-06
1974,54,"2200",4.35909885065445e-05
1975,54,"2200",0
1976,54,"2200",0.0234665413619762
1977,54,"2200",0.993216427943453
1978,54,"2200",0.000463214804156972
1979,54,"2200",0.0226625794264759
1980,54,"2200",6.32623541695e-06
1981,54,"2200",0.0149395372143469
1982,54,"2200",0.0263640797777687
1983,54,"2200",0.000204047556704933
1984,54,"2200",5.02286093540596e-07
1985,54,"2200",0.00470133719465534
1986,54,"2200",6.45596963867948e-05
1987,54,"2200",0.0328734365147514
1988,54,"2200",0.092656173882919
1989,54,"2200",0.00502424295955307
1990,54,"2200",0.484015675884704
1991,54,"2200",0.358680062935375
1992,54,"2200",0.391193511065164
1993,54,"2200",0.0024574130213435
1994,54,"2200",0.43558113370266
1995,54,"2200",0.000808719548353944
1996,54,"2200",0.000309385476483877
1997,54,"2200",0
1998,54,"2200",0
1999,54,"2200",0.000321021505170911
2000,54,"2200",0.000152442147671959
2001,54,"2200",0.0297556608732651
2002,54,"2200",0.00102470446264063
1922,55,"2200",0.0129684684479508
1923,55,"2200",0.0712602894413271
1924,55,"2200",0.895029689265182
1925,55,"2200",0.00221165317212204
1926,55,"2200",0.028814502266907
1927,55,"2200",0.00654320987661996
1928,55,"2200",0.00153634807980237
1929,55,"2200",0.131746430246517
1930,55,"2200",0.039186031302038
1931,55,"2200",0.842925467000827
1932,55,"2200",0.068614899911341
1933,55,"2200",0.0394077019948059
1934,55,"2200",0.062183318704291
1935,55,"2200",0.0256923371470881
1936,55,"2200",0.00997273082070646
1937,55,"2200",0.0267780289249944
1938,55,"2200",0.00659503498478433
1939,55,"2200",0.352924191577977
1940,55,"2200",0.00945299462352957
1941,55,"2200",0.002923931220326
1942,55,"2200",0.0129954387315947
1943,55,"2200",0.00733521024633377
1944,55,"2200",0.0466403291982517
1945,55,"2200",0.042601147015449
1946,55,"2200",0.00841926264103388
1947,55,"2200",0.0522763067005707
1948,55,"2200",0.0567714067697108
1949,55,"2200",0.0172781390180284
1950,55,"2200",0.08918337362954
1951,55,"2200",0.00359631545910099
1952,55,"2200",0.0138285936307316
1953,55,"2200",0.0130613612425446
1954,55,"2200",0.00630922441793146
1955,55,"2200",0.0785877383653155
1956,55,"2200",0.0253933943832161
1957,55,"2200",0.0194448748378114
1958,55,"2200",0.0212600747273599
1959,55,"2200",0.0470662815532829
1960,55,"2200",0.0387322932784325
1961,55,"2200",0.0186956852305679
1962,55,"2200",0.0430164114271067
1963,55,"2200",0.00591015590801859
1964,55,"2200",0.0223072634724793
1965,55,"2200",0.00276513985430047
1966,55,"2200",0.0109161689047719
1967,55,"2200",0.0505644538044429
1968,55,"2200",0.00639085709781521
1969,55,"2200",0.01059232862722
1970,55,"2200",0.00142933860713116
1971,55,"2200",0.0126596025368644
1972,55,"2200",0.0145628409158132
1973,55,"2200",0.00356046009370495
1974,55,"2200",0.00508402954351617
1975,55,"2200",0.00179153077670975
1976,55,"2200",0.0813855338458696
1977,55,"2200",0.990839596315239
1978,55,"2200",0.0114952306313536
1979,55,"2200",0.107415442790369
1980,55,"2200",0.00356107101119332
1981,55,"2200",0.0706987742410271
1982,55,"2200",0.103255301155454
1983,55,"2200",0.0266019339892627
1984,55,"2200",0.00296747537546372
1985,55,"2200",0.0255482444197292
1986,55,"2200",0.0126819529632867
1987,55,"2200",0.0191885319143785
1988,55,"2200",0.0458845724728637
1989,55,"2200",0.0407819850541271
1990,55,"2200",0.145052351983623
1991,55,"2200",0.208014481619094
1992,55,"2200",0.107195961637901
1993,55,"2200",0.0525689594975937
1994,55,"2200",0.116473145485887
1995,55,"2200",0.0521773639357445
1996,55,"2200",0.0166678260612482
1997,55,"2200",0.00480589197328053
1998,55,"2200",0.00523145305141228
1999,55,"2200",0.016911388191535
2000,55,"2200",0.00745847486399578
2001,55,"2200",0.0961326961429436
2002,55,"2200",0.0220388759546646
1922,53,"2300",0
1923,53,"2300",0.0306369973736915
1924,53,"2300",0.956218017373136
1925,53,"2300",0
1926,53,"2300",0.0824956852636117
1927,53,"2300",0
1928,53,"2300",0.18131571598737
1929,53,"2300",0.666406881143002
1930,53,"2300",0.00103559275779993
1931,53,"2300",0.933541764287122
1932,53,"2300",0.000155896563086411
1933,53,"2300",0.344306137203231
1934,53,"2300",0.0895093034180125
1935,53,"2300",0
1936,53,"2300",0
1937,53,"2300",0
1938,53,"2300",0
1939,53,"2300",0.773563971099553
1940,53,"2300",0.085423498945842
1941,53,"2300",0
1942,53,"2300",0
1943,53,"2300",0
1944,53,"2300",0.161371839909276
1945,53,"2300",0
1946,53,"2300",0
1947,53,"2300",0.394543608597669
1948,53,"2300",0
1949,53,"2300",0
1950,53,"2300",0.00729163106700191
1951,53,"2300",0
1952,53,"2300",0
1953,53,"2300",0
1954,53,"2300",0
1955,53,"2300",0.0029593448675158
1956,53,"2300",0
1957,53,"2300",0
1958,53,"2300",4.3326973434375e-05
1959,53,"2300",0.0677864600493329
1960,53,"2300",0
1961,53,"2300",0
1962,53,"2300",7.5209147134545e-05
1963,53,"2300",1.21638987604107e-05
1964,53,"2300",0.0903520766181997
1965,53,"2300",0
1966,53,"2300",0
1967,53,"2300",0
1968,53,"2300",0
1969,53,"2300",0
1970,53,"2300",0
1971,53,"2300",0
1972,53,"2300",0
1973,53,"2300",0
1974,53,"2300",0
1975,53,"2300",0
1976,53,"2300",0.176766051304269
1977,53,"2300",0.994013444506861
1978,53,"2300",0
1979,53,"2300",0.0141157412715086
1980,53,"2300",0
1981,53,"2300",0.0349008440703788
1982,53,"2300",0.00274642145912124
1983,53,"2300",0
1984,53,"2300",0
1985,53,"2300",0.196012964443383
1986,53,"2300",0
1987,53,"2300",0.209208139539713
1988,53,"2300",0.35418163888019
1989,53,"2300",0.20502629452652
1990,53,"2300",0.653899586167482
1991,53,"2300",0.485144032674457
1992,53,"2300",0.498949180650995
1993,53,"2300",0
1994,53,"2300",0.56963391006759
1995,53,"2300",0
1996,53,"2300",0.000824157005968851
1997,53,"2300",0.00212111952136839
1998,53,"2300",0.0190299739561276
1999,53,"2300",0
2000,53,"2300",0.0608995907596632
2001,53,"2300",0.242313658451964
2002,53,"2300",0
1922,54,"2300",9.97165045625456e-05
1923,54,"2300",0.0294553564054965
1924,54,"2300",0.925453212627648
1925,54,"2300",0
1926,54,"2300",0.00164260529993144
1927,54,"2300",0
1928,54,"2300",0.00856299925470553
1929,54,"2300",0.349443279083287
1930,54,"2300",0.0107618470992815
1931,54,"2300",0.895229068593909
1932,54,"2300",0.00388153533183247
1933,54,"2300",0.0686169150475319
1934,54,"2300",0.0130885590713414
1935,54,"2300",0.000899208756795461
1936,54,"2300",3.45753809055464e-05
1937,54,"2300",0.000539478996352222
1938,54,"2300",9.46362453392332e-05
1939,54,"2300",0.614459832406136
1940,54,"2300",4.0213858016959e-05
1941,54,"2300",3.17407982817024e-07
1942,54,"2300",0.000166909808200662
1943,54,"2300",0
1944,54,"2300",0.00355443153963916
1945,54,"2300",0.000370024429071336
1946,54,"2300",0.000138295800357866
1947,54,"2300",0.0397572044160042
1948,54,"2300",0.00246203503360812
1949,54,"2300",0.00124777579445897
1950,54,"2300",0.0351665731778002
1951,54,"2300",0.000239998609820885
1952,54,"2300",0.000106308135621891
1953,54,"2300",7.78302623223182e-06
1954,54,"2300",0
1955,54,"2300",0.01972801096288
1956,54,"2300",0.00071364392006005
1957,54,"2300",0.0006263376388036
1958,54,"2300",0.0010543161860267
1959,54,"2300",0.00509294647770284
1960,54,"2300",0.00107945664954472
1961,54,"2300",0.000965739540079864
1962,54,"2300",0.00235200510448339
1963,54,"2300",0.000379417989535043
1964,54,"2300",0.00545040387423399
1965,54,"2300",0.000567894940698114
1966,54,"2300",0.000213477571441818
1967,54,"2300",0.00173987111661554
1968,54,"2300",0
1969,54,"2300",0.00021438580422006
1970,54,"2300",0.000174963007844008
1971,54,"2300",1.73704181850015e-05
1972,54,"2300",0.000938797693076186
1973,54,"2300",6.25816351748434e-06
1974,54,"2300",4.44706906451055e-05
1975,54,"2300",0
1976,54,"2300",0.0179786910948518
1977,54,"2300",0.992390843640687
1978,54,"2300",0.000531031648561369
1979,54,"2300",0.0220560988317487
1980,54,"2300",6.54083821900818e-06
1981,54,"2300",0.0125892465193605
1982,54,"2300",0.0268727280215886
1983,54,"2300",0.000208776846768018
1984,54,"2300",4.18027138186341e-06
1985,54,"2300",0.00346710692995949
1986,54,"2300",6.90139184413243e-05
1987,54,"2300",0.0234032002228551
1988,54,"2300",0.0752785948591211
1989,54,"2300",0.0020263433486268
1990,54,"2300",0.487306503352055
1991,54,"2300",0.33280930505119
1992,54,"2300",0.264425230149615
1993,54,"2300",0.00269900728377687
1994,54,"2300",0.355161472266365
1995,54,"2300",0.00254456083055068
1996,54,"2300",0.000270884128469708
1997,54,"2300",0
1998,54,"2300",0
1999,54,"2300",0.000275795572500978
2000,54,"2300",0.000144385185469999
2001,54,"2300",0.0113680657125867
2002,54,"2300",0.00116502638754608
1922,55,"2300",0.0126644650247431
1923,55,"2300",0.0726112592239156
1924,55,"2300",0.872048085284093
1925,55,"2300",0.00492636582448311
1926,55,"2300",0.033082082318157
1927,55,"2300",0.00673841379212146
1928,55,"2300",0.00194429404379311
1929,55,"2300",0.122903767871496
1930,55,"2300",0.0514049848916346
1931,55,"2300",0.810145933018179
1932,55,"2300",0.0567411291271527
1933,55,"2300",0.0450611001857546
1934,55,"2300",0.0611259425383055
1935,55,"2300",0.0204457427034504
1936,55,"2300",0.0111702300881695
1937,55,"2300",0.0314438698453948
1938,55,"2300",0.0051821870130171
1939,55,"2300",0.256274332739647
1940,55,"2300",0.00947592444152171
1941,55,"2300",0.00285683669336298
1942,55,"2300",0.0137722115906613
1943,55,"2300",0.00739136899620992
1944,55,"2300",0.0415059574888373
1945,55,"2300",0.0162603551672509
1946,55,"2300",0.00747359153425925
1947,55,"2300",0.0548367585609121
1948,55,"2300",0.0527827400666914
1949,55,"2300",0.0179059090152371
1950,55,"2300",0.095556617634247
1951,55,"2300",0.00360011674472946
1952,55,"2300",0.011955753026703
1953,55,"2300",0.0127307107627953
1954,55,"2300",0.0069196759421055
1955,55,"2300",0.0762036009350622
1956,55,"2300",0.0253673449641582
1957,55,"2300",0.0195540640635095
1958,55,"2300",0.0254456838563033
1959,55,"2300",0.0491111984574122
1960,55,"2300",0.0209478088741785
1961,55,"2300",0.0177659087116493
1962,55,"2300",0.0362067394823644
1963,55,"2300",0.0058846248951511
1964,55,"2300",0.0355298302167603
1965,55,"2300",0.00334210235932365
1966,55,"2300",0.0124410389835417
1967,55,"2300",0.0312692045581526
1968,55,"2300",0.00870249776086277
1969,55,"2300",0.00674158311555981
1970,55,"2300",0.00144494315538413
1971,55,"2300",0.00999784494847499
1972,55,"2300",0.0140815979622376
1973,55,"2300",0.00443559767123277
1974,55,"2300",0.00486984509563092
1975,55,"2300",0.00634326623389261
1976,55,"2300",0.0878412856367631
1977,55,"2300",0.98927736188643
1978,55,"2300",0.0119994936624844
1979,55,"2300",0.108585800455639
1980,55,"2300",0.00192601524146538
1981,55,"2300",0.0823707002962573
1982,55,"2300",0.103724266694441
1983,55,"2300",0.0269041328656842
1984,55,"2300",0.00268229666094072
1985,55,"2300",0.0302589121419839
1986,55,"2300",0.0130910253132322
1987,55,"2300",0.0181477837044704
1988,55,"2300",0.0444714878786337
1989,55,"2300",0.044454672139915
1990,55,"2300",0.140368028453099
1991,55,"2300",0.195246551891351
1992,55,"2300",0.0624806385524513
1993,55,"2300",0.0463625812037286
1994,55,"2300",0.0742616326564789
1995,55,"2300",0.0438559436323449
1996,55,"2300",0.0157454316023541
1997,55,"2300",0.00404838712712787
1998,55,"2300",0.00473650604906845
1999,55,"2300",0.0169747208040531
2000,55,"2300",0.00836802556547375
2001,55,"2300",0.0768298453171154
2002,55,"2300",0.0221077570727466
1922,53,"2400",0
1923,53,"2400",0.0247745127257283
1924,53,"2400",0.944202916811935
1925,53,"2400",0
1926,53,"2400",0.111922357019645
1927,53,"2400",0
1928,53,"2400",0.19076440517802
1929,53,"2400",0.627634123647084
1930,53,"2400",0.0012834294220735
1931,53,"2400",0.93385192523522
1932,53,"2400",0
1933,53,"2400",0.319894966331782
1934,53,"2400",0.0296834473426501
1935,53,"2400",0
1936,53,"2400",0
1937,53,"2400",1.60540266703047e-05
1938,53,"2400",0
1939,53,"2400",0.739514360717796
1940,53,"2400",0.0819499284688798
1941,53,"2400",0
1942,53,"2400",0
1943,53,"2400",0
1944,53,"2400",0.244333240823842
1945,53,"2400",0
1946,53,"2400",0
1947,53,"2400",0.31496550405646
1948,53,"2400",0
1949,53,"2400",0
1950,53,"2400",0.00516539309260103
1951,53,"2400",0
1952,53,"2400",0
1953,53,"2400",0
1954,53,"2400",0
1955,53,"2400",0.00241405574802503
1956,53,"2400",0
1957,53,"2400",0
1958,53,"2400",4.53639888769283e-05
1959,53,"2400",0.146656129846965
1960,53,"2400",0
1961,53,"2400",0
1962,53,"2400",0
1963,53,"2400",1.26295426063795e-05
1964,53,"2400",0.0375464748562619
1965,53,"2400",0
1966,53,"2400",0
1967,53,"2400",0
1968,53,"2400",0
1969,53,"2400",0
1970,53,"2400",0
1971,53,"2400",0
1972,53,"2400",0
1973,53,"2400",0
1974,53,"2400",0
1975,53,"2400",0
1976,53,"2400",0.137255999053963
1977,53,"2400",0.993161232562346
1978,53,"2400",0
1979,53,"2400",0.0128784249024445
1980,53,"2400",0
1981,53,"2400",0.0189116198836175
1982,53,"2400",0.00276557616220176
1983,53,"2400",0
1984,53,"2400",0
1985,53,"2400",0.12624229911551
1986,53,"2400",0
1987,53,"2400",0.192807012215553
1988,53,"2400",0.35621976084863
1989,53,"2400",0.214052564999512
1990,53,"2400",0.603367409691389
1991,53,"2400",0.431721563449052
1992,53,"2400",0.504051198915114
1993,53,"2400",0
1994,53,"2400",0.539138208362979
1995,53,"2400",0
1996,53,"2400",0.00240326597279074
1997,53,"2400",0.00204433705203483
1998,53,"2400",0.0190160142252898
1999,53,"2400",0
2000,53,"2400",0.0723090826621092
2001,53,"2400",0.193413291420946
2002,53,"2400",0
1922,54,"2400",7.46323397463575e-05
1923,54,"2400",0.0278746484555148
1924,54,"2400",0.907412523118299
1925,54,"2400",0
1926,54,"2400",0.00129424071239077
1927,54,"2400",0
1928,54,"2400",0.0112034820385056
1929,54,"2400",0.284217399604206
1930,54,"2400",0.00921235804651003
1931,54,"2400",0.894030923493484
1932,54,"2400",0.00320379303828129
1933,54,"2400",0.0629662164654157
1934,54,"2400",0.00754775792589629
1935,54,"2400",0.000115266125916675
1936,54,"2400",0
1937,54,"2400",0.000213626170643265
1938,54,"2400",9.74818616485934e-05
1939,54,"2400",0.543628966029335
1940,54,"2400",5.13505005724057e-05
1941,54,"2400",4.61666421504706e-07
1942,54,"2400",0.000361187993566569
1943,54,"2400",2.73311922279858e-06
1944,54,"2400",0.0056371883841124
1945,54,"2400",0.000288788341120097
1946,54,"2400",0.000142466999988837
1947,54,"2400",0.00663874495162104
1948,54,"2400",0.0029957245500664
1949,54,"2400",0.00189157151980132
1950,54,"2400",0.0223677041229589
1951,54,"2400",0.000259734540260307
1952,54,"2400",9.98549270395495e-05
1953,54,"2400",8.91680645496091e-06
1954,54,"2400",0
1955,54,"2400",0.0198067583847799
1956,54,"2400",0.000721614121538827
1957,54,"2400",0.00058949735830414
1958,54,"2400",0.00102107258638361
1959,54,"2400",0.00284071491599047
1960,54,"2400",0.000748279111163689
1961,54,"2400",0.000328784055834536
1962,54,"2400",0.00151763821864322
1963,54,"2400",0.00042237403537842
1964,54,"2400",0.000827614067393121
1965,54,"2400",0.000112614487048123
1966,54,"2400",0.000236406069176673
1967,54,"2400",0.002800951708807
1968,54,"2400",2.19785891507898e-07
1969,54,"2400",0.000124233856272111
1970,54,"2400",0.000177084176411033
1971,54,"2400",0.000442207735286634
1972,54,"2400",0.0032619335988436
1973,54,"2400",1.90069184952983e-06
1974,54,"2400",4.01776639002806e-05
1975,54,"2400",0
1976,54,"2400",0.0160812291659018
1977,54,"2400",0.99056000546656
1978,54,"2400",0.000429704853029595
1979,54,"2400",0.0243304651143623
1980,54,"2400",7.24765514622168e-06
1981,54,"2400",0.0042564971651117
1982,54,"2400",0.026939964557542
1983,54,"2400",0.000223552805542711
1984,54,"2400",1.51211350619626e-06
1985,54,"2400",0.00370676972083372
1986,54,"2400",7.91773985252979e-05
1987,54,"2400",0.0148663883066975
1988,54,"2400",0.0549261734801263
1989,54,"2400",0.0026258878518755
1990,54,"2400",0.417687070146067
1991,54,"2400",0.299025933213036
1992,54,"2400",0.268657695753478
1993,54,"2400",0.00198729749074974
1994,54,"2400",0.328546076166353
1995,54,"2400",0.00114266354873223
1996,54,"2400",0.000339271307390548
1997,54,"2400",0
1998,54,"2400",0
1999,54,"2400",0.000259935181024382
2000,54,"2400",0.000148931539348187
2001,54,"2400",0.00940116816000805
2002,54,"2400",0.00125796110560598
1922,55,"2400",0.0109044676468435
1923,55,"2400",0.0836305465898556
1924,55,"2400",0.836169231099492
1925,55,"2400",0.00427655010797441
1926,55,"2400",0.0344717667999544
1927,55,"2400",0.00695959097354328
1928,55,"2400",0.00158714618779583
1929,55,"2400",0.101822761333787
1930,55,"2400",0.0553393928401278
1931,55,"2400",0.80537394903735
1932,55,"2400",0.0531978459290401
1933,55,"2400",0.0360317029449128
1934,55,"2400",0.0530028613546961
1935,55,"2400",0.00536509072268335
1936,55,"2400",0.0117152603652893
1937,55,"2400",0.0198262184207863
1938,55,"2400",0.00484491751001134
1939,55,"2400",0.228035282836754
1940,55,"2400",0.0123371946560593
1941,55,"2400",0.0031110051131897
1942,55,"2400",0.0139001455824858
1943,55,"2400",0.00542032551493154
1944,55,"2400",0.049966595640592
1945,55,"2400",0.0115709664017458
1946,55,"2400",0.00755230386268278
1947,55,"2400",0.0795434988600245
1948,55,"2400",0.0519586441518714
1949,55,"2400",0.0134846325631058
1950,55,"2400",0.0602697368796272
1951,55,"2400",0.00369038007167282
1952,55,"2400",0.0119005674233094
1953,55,"2400",0.0120526928574105
1954,55,"2400",0.00678295537723114
1955,55,"2400",0.0739810399745578
1956,55,"2400",0.026691660130512
1957,55,"2400",0.0127688087439892
1958,55,"2400",0.0154317013047069
1959,55,"2400",0.0610371634830006
1960,55,"2400",0.0240494744940466
1961,55,"2400",0.0108409550750568
1962,55,"2400",0.037695715323728
1963,55,"2400",0.00596676916142092
1964,55,"2400",0.028040615078108
1965,55,"2400",0.00320271481835034
1966,55,"2400",0.0124682008806157
1967,55,"2400",0.0550426763252479
1968,55,"2400",0.00723482794349007
1969,55,"2400",0.00467839254844349
1970,55,"2400",0.00177360789872324
1971,55,"2400",0.0104176398161233
1972,55,"2400",0.0189371905199757
1973,55,"2400",0.00335811276867664
1974,55,"2400",0.00485844756674951
1975,55,"2400",0.00633341988087782
1976,55,"2400",0.105036989492001
1977,55,"2400",0.986805928532571
1978,55,"2400",0.0122182603116699
1979,55,"2400",0.116179095365832
1980,55,"2400",0.00211106275896315
1981,55,"2400",0.0589177791233703
1982,55,"2400",0.100052219507303
1983,55,"2400",0.0266104565336541
1984,55,"2400",0.00222020776150062
1985,55,"2400",0.0168703202683416
1986,55,"2400",0.00668015129717565
1987,55,"2400",0.0189288224354446
1988,55,"2400",0.0354219067232257
1989,55,"2400",0.0465822176700201
1990,55,"2400",0.125329593251742
1991,55,"2400",0.150572516771179
1992,55,"2400",0.0568512322268254
1993,55,"2400",0.0635040739826149
1994,55,"2400",0.0737624924879718
1995,55,"2400",0.0486287090903651
1996,55,"2400",0.0266119593652188
1997,55,"2400",0.0046167445780652
1998,55,"2400",0.00327866563274188
1999,55,"2400",0.0230715667206717
2000,55,"2400",0.00917240049271103
2001,55,"2400",0.0777375072311975
2002,55,"2400",0.0206916821560691
1922,53,"2600",0
1923,53,"2600",0.00339483992361751
1924,53,"2600",0.829050822728602
1925,53,"2600",0
1926,53,"2600",0.00066375242299219
1927,53,"2600",0
1928,53,"2600",0.0244359508031526
1929,53,"2600",0.0825517169228194
1930,53,"2600",0
1931,53,"2600",0.839557701756072
1932,53,"2600",4.45234381165811e-05
1933,53,"2600",0.0613001797047152
1934,53,"2600",3.15428265932269e-05
1935,53,"2600",0
1936,53,"2600",0
1937,53,"2600",0
1938,53,"2600",0
1939,53,"2600",0.545339902409883
1940,53,"2600",0.0176346355368613
1941,53,"2600",0
1942,53,"2600",0
1943,53,"2600",0
1944,53,"2600",0.000355055209188132
1945,53,"2600",0
1946,53,"2600",0
1947,53,"2600",0
1948,53,"2600",0
1949,53,"2600",0
1950,53,"2600",0.00155317713335222
1951,53,"2600",5.36271414290615e-06
1952,53,"2600",0
1953,53,"2600",0
1954,53,"2600",0
1955,53,"2600",0.00245899312513966
1956,53,"2600",0
1957,53,"2600",0
1958,53,"2600",8.07806904128467e-06
1959,53,"2600",0.00113275888301302
1960,53,"2600",0
1961,53,"2600",0
1962,53,"2600",0
1963,53,"2600",4.9447336410719e-06
1964,53,"2600",0
1965,53,"2600",0
1966,53,"2600",0
1967,53,"2600",0
1968,53,"2600",0
1969,53,"2600",4.34063160971733e-06
1970,53,"2600",0
1971,53,"2600",0
1972,53,"2600",0
1973,53,"2600",0
1974,53,"2600",0
1975,53,"2600",0
1976,53,"2600",0.000906419132005039
1977,53,"2600",0.989233720767932
1978,53,"2600",0
1979,53,"2600",0.00103280669576895
1980,53,"2600",0
1981,53,"2600",0.00013040144314882
1982,53,"2600",0.00217816578521984
1983,53,"2600",0
1984,53,"2600",0
1985,53,"2600",0
1986,53,"2600",0
1987,53,"2600",0.00443960377583228
1988,53,"2600",0.011756016187227
1989,53,"2600",0.00299331930467633
1990,53,"2600",0.463137877809655
1991,53,"2600",0.211869172988753
1992,53,"2600",0.0099459758584876
1993,53,"2600",0
1994,53,"2600",0.115389246662724
1995,53,"2600",0
1996,53,"2600",0
1997,53,"2600",0
1998,53,"2600",0.0131882929837418
1999,53,"2600",0
2000,53,"2600",0.00467796302530818
2001,53,"2600",0.000157227789643518
2002,53,"2600",0
1922,54,"2600",0.000159886373192459
1923,54,"2600",0.0181562330034884
1924,54,"2600",0.700265868178135
1925,54,"2600",0
1926,54,"2600",0.0023416343165648
1927,54,"2600",0.000242624067041008
1928,54,"2600",7.81486192070864e-06
1929,54,"2600",0.00522484980390661
1930,54,"2600",0.00450244704456732
1931,54,"2600",0.702659992607317
1932,54,"2600",0.00772166566022676
1933,54,"2600",0.000165183416022928
1934,54,"2600",0.00153985406212786
1935,54,"2600",8.03820289078203e-06
1936,54,"2600",0.000263684901546921
1937,54,"2600",0.000176879855191332
1938,54,"2600",8.80193134006958e-05
1939,54,"2600",0.198620809924455
1940,54,"2600",6.61850170415392e-05
1941,54,"2600",7.45487040109695e-06
1942,54,"2600",0.000452570602487084
1943,54,"2600",0
1944,54,"2600",0.00288964122586626
1945,54,"2600",0.000140178726234706
1946,54,"2600",0.00025177834088756
1947,54,"2600",0.00343212665727519
1948,54,"2600",0.00805414329446569
1949,54,"2600",4.44766292237946e-06
1950,54,"2600",0.014448211638506
1951,54,"2600",9.4445805375837e-05
1952,54,"2600",3.23727868935526e-05
1953,54,"2600",9.81096641201771e-06
1954,54,"2600",0
1955,54,"2600",0.0207634164571627
1956,54,"2600",0.000542526398625255
1957,54,"2600",0.0014621315620272
1958,54,"2600",0.000309642752533922
1959,54,"2600",0.00706465767895365
1960,54,"2600",0.000235600957033571
1961,54,"2600",0.000312220514809629
1962,54,"2600",0.00206330619280454
1963,54,"2600",0.000320803636408092
1964,54,"2600",0.000813566337846863
1965,54,"2600",0.000467517246518731
1966,54,"2600",0.000778790823307897
1967,54,"2600",0.00336455911908773
1968,54,"2600",8.71967375993656e-05
1969,54,"2600",0.00041582297031699
1970,54,"2600",6.83669017211237e-05
1971,54,"2600",0.000140782502578698
1972,54,"2600",0.000618347344702488
1973,54,"2600",4.79065595112709e-06
1974,54,"2600",0.000189510453421386
1975,54,"2600",0
1976,54,"2600",0.004776529042647
1977,54,"2600",0.983750208256536
1978,54,"2600",0.00156786815012998
1979,54,"2600",0.0113637021328161
1980,54,"2600",1.75706720033044e-05
1981,54,"2600",0.00303777239405583
1982,54,"2600",0.0263360012168684
1983,54,"2600",0.000153876567425794
1984,54,"2600",1.53989691890859e-05
1985,54,"2600",0.000326329153038635
1986,54,"2600",6.82894917166988e-05
1987,54,"2600",0.000277565791660941
1988,54,"2600",0.00224688366888068
1989,54,"2600",0.00261942582285292
1990,54,"2600",0.0749544871784938
1991,54,"2600",0.0478203973008762
1992,54,"2600",0.00417758477870884
1993,54,"2600",0.00605347632265779
1994,54,"2600",0.0071484172922508
1995,54,"2600",0.00250001269323463
1996,54,"2600",0.000362789828931903
1997,54,"2600",8.14869178743071e-06
1998,54,"2600",0
1999,54,"2600",6.74187985167958e-05
2000,54,"2600",0.000476960488680766
2001,54,"2600",0.00477860818155785
2002,54,"2600",0.000793377435664028
1922,55,"2600",0.0141456252261508
1923,55,"2600",0.0879582532461945
1924,55,"2600",0.439565071756525
1925,55,"2600",0.00485896170652981
1926,55,"2600",0.0347791485860591
1927,55,"2600",0.00483076684680396
1928,55,"2600",0.00135070991453261
1929,55,"2600",0.0504391413655942
1930,55,"2600",0.0350280663476191
1931,55,"2600",0.426209430312271
1932,55,"2600",0.0571747661009594
1933,55,"2600",0.031330395313135
1934,55,"2600",0.0488075413830497
1935,55,"2600",0.00944308447231098
1936,55,"2600",0.00721062088227364
1937,55,"2600",0.016648670769911
1938,55,"2600",0.00765473877044552
1939,55,"2600",0.0782405432464485
1940,55,"2600",0.00172927933506549
1941,55,"2600",0.00413083183447135
1942,55,"2600",0.0165963662957974
1943,55,"2600",0.00962300462204183
1944,55,"2600",0.0467224091903574
1945,55,"2600",0.013167432629419
1946,55,"2600",0.0104487761311637
1947,55,"2600",0.0548820627225281
1948,55,"2600",0.0631332858364188
1949,55,"2600",0.00587433133308626
1950,55,"2600",0.0511689769025017
